,y_test,y_test_predict
0,0.6072293810142178,0.6260724663734436
1,0.6075036348905093,0.6010645627975464
2,0.5984528130167927,0.609414279460907
3,0.5898407862462403,0.5986168384552002
4,0.5899559928523069,0.6008585095405579
5,0.5774986958789776,0.5952818393707275
6,0.5506863006248682,0.5850005149841309
7,0.569385897734714,0.5792917609214783
8,0.5759573358194874,0.5884999632835388
9,0.5874821030200114,0.5715947151184082
10,0.5902247527719509,0.5909492373466492
11,0.5850081576932041,0.569941520690918
12,0.6022925337684103,0.5899685621261597
13,0.6018921408672683,0.5884077548980713
14,0.5984528130167927,0.5870746374130249
15,0.5968071787700197,0.6103900074958801
16,0.5999996670329305,0.578880786895752
17,0.5946130367706634,0.6004037261009216
18,0.6014697721395353,0.5859281420707703
19,0.6132632992597031,0.6016809940338135
20,0.610454777522503,0.6050662994384766
21,0.59635739575356,0.5955805778503418
22,0.5895720263265962,0.5955598950386047
23,0.5889631405454001,0.599474310874939
24,0.5964726023596266,0.5982847809791565
25,0.5798025505277528,0.5987371206283569
26,0.5957156017269891,0.5844308733940125
27,0.6105205940132521,0.6049016714096069
28,0.6192532658520072,0.5844600200653076
29,0.6423356530039179,0.6124762892723083
30,0.633833394377296,0.6166118383407593
31,0.611074595722483,0.6122164130210876
32,0.6341076482535878,0.6148822903633118
33,0.6354899610428529,0.6241285800933838
34,0.6245082631327762,0.6291937828063965
35,0.6099885126361003,0.6250016093254089
36,0.5852879610206551,0.6022557020187378
37,0.5732750086016493,0.6111916303634644
38,0.5529188448262466,0.5919860601425171
39,0.546341857290314,0.583076536655426
40,0.5678883783393822,0.5970759391784668
41,0.5589582015338683,0.5686213970184326
42,0.5792540427751696,0.560663104057312
43,0.5924737788432723,0.5879644155502319
44,0.5841469938623071,0.5663060545921326
45,0.5899504988956592,0.5915942192077637
46,0.5880306107725946,0.5780737400054932
47,0.609423523013574,0.5866549611091614
48,0.6050352390148614,0.6081700921058655
49,0.6280737300081022,0.5680903792381287
50,0.625215873650096,0.6292703747749329
51,0.6362743759642171,0.5814381241798401
52,0.6361701572714459,0.6296055316925049
53,0.6354789731295575,0.6090619564056396
54,0.6390444400048835,0.6346415281295776
55,0.6375634024794948,0.6265853643417358
56,0.6500700340736301,0.625042736530304
57,0.652538429949278,0.6469900608062744
58,0.6566524600716989,0.6266331672668457
59,0.6725051887368338,0.6539243459701538
60,0.6732182377162899,0.6482919454574585
61,0.6582432102465067,0.6568417549133301
62,0.6826530816102286,0.6545151472091675
63,0.6869097326274431,0.6743208765983582
64,0.6859772028546376,0.6654864549636841
65,0.6999319637287872,0.6787307262420654
66,0.7016488529284454,0.6761842966079712
67,0.6993285719042386,0.689480721950531
68,0.694282067503524,0.6840798854827881
69,0.7130968157249248,0.6847206354141235
70,0.7196792417229936,0.7188971638679504
71,0.7211109446275763,0.6878565549850464
72,0.7257186539251267,0.7117604613304138
73,0.7311985149668697,0.7102843523025513
74,0.7328166794304043,0.7163946032524109
75,0.7276823827123498,0.7199498414993286
76,0.7202278049700884,0.7219274044036865
77,0.7384446553235884,0.7257290482521057
78,0.7383898267461347,0.7290499210357666
79,0.741072153963973,0.7212480306625366
80,0.7493550427862684,0.7406514286994934
81,0.7285655223698376,0.7304509282112122
82,0.747599751384588,0.7277742624282837
83,0.7449119302101022,0.7510319948196411
84,0.7339412202133209,0.7265902757644653
85,0.7372324332123553,0.7545956373214722
86,0.7496293521570716,0.7213424444198608
87,0.7786468773238326,0.7514225840568542
88,0.773825236684092,0.75886470079422
89,0.7675664546776324,0.7391639947891235
90,0.7723332112454079,0.774728536605835
91,0.7816638364465754,0.7488603591918945
92,0.7712965182743426,0.7767574191093445
93,0.7770287128602981,0.7660040855407715
94,0.7809288116405287,0.7783780097961426
95,0.7682027547475555,0.7670446038246155
96,0.7769299881241746,0.760529637336731
97,0.7586252899588231,0.7790490388870239
98,0.7700787467119502,0.7608775496482849
99,0.7706931264497942,0.7867714166641235
100,0.7750814104485066,0.74925696849823
101,0.7898041043740773,0.7914789915084839
102,0.7893433334443224,0.7672607898712158
103,0.8088163575622371,0.7771421670913696
104,0.81022541870609,0.8011713624000549
105,0.8119790452724226,0.7766515016555786
106,0.8118181111888034,0.8157980442047119
107,0.8292378383777844,0.7875182628631592
108,0.8568352589928856,0.8225853443145752
109,0.8556088302866847,0.8241561651229858
110,0.8879121854848555,0.8206993937492371
111,0.9367473556865226,0.8633370399475098
112,0.9330514212144418,0.8653056621551514
113,0.9467363677732272,0.88300621509552
114,0.9510926869332622,0.9087239503860474
115,0.9889066471325986,0.907514750957489
116,0.9778132942651971,0.9529722929000854
117,0.9725579640173586,0.896970272064209
118,0.895681417107848,0.9684374332427979
119,0.9145772983051976,0.8773009181022644
120,0.9084229569695558,0.9421256184577942
121,0.9256484533679619,0.890872597694397
122,0.9312423001365164,0.9581328630447388
123,0.9300880142953861,0.8850113749504089
124,0.8853039434399937,0.9298895597457886
125,0.9004261978490327,0.8626381754875183
126,0.926758343599818,0.9224671125411987
127,0.927868233831674,0.8835350871086121
128,0.9323077947590983,0.9166512489318848
129,0.9312977946481094,0.9118642807006836
130,0.9256484533679619,0.9144430160522461
131,0.9267527941486587,0.9193598031997681
132,0.9256484533679619,0.9150099158287048
133,0.9089779020854838,0.921928346157074
134,0.9051154840786246,0.9115903377532959
135,0.9067747699752494,0.906997561454773
136,0.9115029023629563,0.9106298089027405
137,0.9028679563591161,0.9157854318618774
138,0.9073352645423367,0.8984493613243103
139,0.9217638375564656,0.9120163917541504
140,0.9378572459183787,0.9089231491088867
141,0.9461814226572992,0.9200282096862793
142,0.9361924105705945,0.9187190532684326
143,0.9234286729042498,0.9205278158187866
144,0.9300880142953861,0.9232490062713623
145,0.9413811474045216,0.9291169047355652
146,0.958390215207716,0.933691143989563
147,0.958390215207716,0.9448506832122803
148,0.9606099956714281,0.9323078989982605
149,0.9750385686855569,0.9467691779136658
150,0.991409449605434,0.9513093829154968
151,1.0,0.9649997353553772
152,0.9961264830908223,0.9705132246017456
153,0.9950165928589663,0.9710364937782288
154,0.9822528551926214,0.9785454273223877
155,0.9564479073019678,0.963131308555603
156,0.9497330713992387,0.9620468020439148
157,0.9367473556865226,0.9625205397605896
